tags,title,idauthor,author
4293,"['G', 'F']",international equity flows and returns: a quantitative equilibrium approach,p01966,gregory bauer
4293,"['G', 'F']",international equity flows and returns: a quantitative equilibrium approach, p03521, martin schneider
4293,"['G', 'F']",international equity flows and returns: a quantitative equilibrium approach, p04686, rui albuquerque
4294,"['L', 'F']",comparative advantage and heterogeneous firms,p00329,andrew bernard
4294,"['L', 'F']",comparative advantage and heterogeneous firms, p04242, peter schott
4294,"['L', 'F']",comparative advantage and heterogeneous firms, p05030, stephen redding
4297,['E'],elimination of social security in a dynastic framework,p00550,ayse imrohoroglu
4297,['E'],elimination of social security in a dynastic framework, p03271, luisa fuster
4297,['E'],elimination of social security in a dynastic framework, p04803, selahattin imrohoroglu
4300,"['E', 'D']",to leave or not to leave: the distribution of bequest motives,p02771,joseph lupton
4300,"['E', 'D']",to leave or not to leave: the distribution of bequest motives, p05510, wojciech kopczuk
4302,['D'],on the theory of strategic voting,p01230,david myatt
4303,"['J', 'D', 'H']",optimal welfare-to-work programs,p01929,giovanni violante
4303,"['J', 'D', 'H']",optimal welfare-to-work programs, p03925, nicola pavoni
4306,"['E', 'D', 'C']",uncertainty and investment dynamics,p02660,john van reenen
4306,"['E', 'D', 'C']",uncertainty and investment dynamics, p03902, nicholas bloom
4306,"['E', 'D', 'C']",uncertainty and investment dynamics, p05008, stephen bond
4307,"['J', 'D']",collective labour supply: heterogeneity and non-participation,p01033,costas meghir
4307,"['J', 'D']",collective labour supply: heterogeneity and non-participation, p04306, pierre-andre chiappori
4307,"['J', 'D']",collective labour supply: heterogeneity and non-participation, p04486, richard blundell
4307,"['J', 'D']",collective labour supply: heterogeneity and non-participation, p05188, thierry magnac
4313,"['O', 'R', 'E']",urban structure and growth,p01599,esteban rossi-hansberg
4313,"['O', 'R', 'E']",urban structure and growth, p03478, mark wright
4316,['C'],evolution of preferences,p01395,eddie dekel
4316,['C'],evolution of preferences, p02428, jeffrey ely
4316,['C'],evolution of preferences, p03991, okan yilankaya
4321,['F'],are preferential trade agreements with non-trade objectives a stumbling block for multilateral liberalization?,p03985,nuno limao
4327,['G'],"rational pessimism, rational exuberance, and asset pricing models",p01875,george tauchen
4327,['G'],"rational pessimism, rational exuberance, and asset pricing models", p04432, ravi bansal
4327,['G'],"rational pessimism, rational exuberance, and asset pricing models", p04656, ronald gallant
4329,"['E', 'C']",estimating macroeconomic models: a likelihood approach,p02486,jesus fernandez-villaverde
4329,"['E', 'C']",estimating macroeconomic models: a likelihood approach, p02834, juan rubio-ramirez
4332,['G'],consensus consumer and intertemporal asset pricing with heterogeneous beliefs,p01014,clotilde napp
4332,['G'],consensus consumer and intertemporal asset pricing with heterogeneous beliefs, p01481, elyes jouini
4334,"['O', 'J', 'E']",technology shocks and job flows,p01001,claudio michelacci
4334,"['O', 'J', 'E']",technology shocks and job flows, p01214, david lopez-salido
4335,"['L', 'F']",cross-border mergers as instruments of comparative advantage,p04225,peter neary
4336,"['O', 'H', 'D']",the control of politicians in divided societies: the politics of fear,p01886,gerard padro i miquel
4337,"['G', 'D']",learning under ambiguity,p03089,larry epstein
4337,"['G', 'D']",learning under ambiguity, p03521, martin schneider
4339,"['G', 'E']",leaning against the wind,p04311,pierre-olivier weill
4342,"['J', 'E']","social preferences, skill segregation, and wage dynamics",p00430,antoni calvo-armengol
4342,"['J', 'E']","social preferences, skill segregation, and wage dynamics", p00437, antonio cabrales
4342,"['J', 'E']","social preferences, skill segregation, and wage dynamics", p03925, nicola pavoni
4349,"['L', 'D']",optimal delegation,p03949,niko matouschek
4349,"['L', 'D']",optimal delegation, p04475, ricardo alonso
4350,"['R', 'F']","market size, trade, and productivity",p01904,gianmarco ottaviano
4350,"['R', 'F']","market size, trade, and productivity", p03337, marc melitz
4353,"['D', 'C']",revealed preference analysis of characteristics models,p02162,ian crawford
4353,"['D', 'C']",revealed preference analysis of characteristics models, p03111, laura blow
4353,"['D', 'C']",revealed preference analysis of characteristics models, p03498, martin browning
4355,"['G', 'D']",multiple lenders and corporate distress: evidence on debt restructuring,p00416,antje brunner
4355,"['G', 'D']",multiple lenders and corporate distress: evidence on debt restructuring, p02340, jan pieter krahnen
4358,"['H', 'C']",when does one bad apple spoil the barrel? an evolutionary analysis of collective action,p00890,chris wallace
4358,"['H', 'C']",when does one bad apple spoil the barrel? an evolutionary analysis of collective action, p01230, david myatt
4359,"['L', 'F']",an assignment theory of foreign direct investment,p05037,stephen yeaple
4359,"['L', 'F']",an assignment theory of foreign direct investment, p05449, volker nocke
4360,['D'],consumption commitments and employment contracts,p00355,andrew postlewaite
4360,['D'],consumption commitments and employment contracts, p01067, dan silverman
4360,['D'],consumption commitments and employment contracts, p03092, larry samuelson
4362,"['G', 'D']",optimal electoral timing: exercise wisely and you may live longer,p01339,dmitry davydov
4362,"['G', 'D']",optimal electoral timing: exercise wisely and you may live longer, p02878, jussi keppo
4362,"['G', 'D']",optimal electoral timing: exercise wisely and you may live longer, p03214, lones smith
4363,['E'],"a model of money and credit, with application to the credit card debt puzzle",p02212,irina telyukova
4363,['E'],"a model of money and credit, with application to the credit card debt puzzle", p04418, randall wright
4364,"['H', 'E']",tax riots,p00957,christopher phelan
4364,"['H', 'E']",tax riots, p03354, marco bassetto
4370,"['G', 'E']",inefficient credit booms,p01988,guido lorenzoni
4372,['F'],make trade not war?,p03550,mathias thoenig
4372,['F'],make trade not war?, p04282, philippe martin
4372,['F'],make trade not war?, p05189, thierry mayer
4374,['F'],when is it optimal to abandon a fixed exchange rate?,p00784,carlos vegh
4374,['F'],when is it optimal to abandon a fixed exchange rate?, p04824, sergio rebelo
4377,"['L', 'M', 'R', 'D']",networking off madison avenue,p03804,mohammad arzaghi
4377,"['L', 'M', 'R', 'D']",networking off madison avenue, p05403, vernon henderson
4382,['D'],living with risk,p03089,larry epstein
4383,"['O', 'N', 'J', 'F']",trading population for productivity: theory and evidence,p00352,andrew mountford
4383,"['O', 'N', 'J', 'F']",trading population for productivity: theory and evidence, p03986, oded galor
4384,"['G', 'E']",bank credit cycles,p01835,gary gorton
4384,"['G', 'E']",bank credit cycles, p04321, ping he
4385,"['G', 'F']",the role of portfolio constraints in the international propagation of shocks,p00397,anna pavlova
4385,"['G', 'F']",the role of portfolio constraints in the international propagation of shocks, p04606, roberto rigobon
4388,"['H', 'F']",investment cycles and sovereign debt overhang,p01930,gita gopinath
4388,"['H', 'F']",investment cycles and sovereign debt overhang, p03315, manuel amador
4388,"['H', 'F']",investment cycles and sovereign debt overhang, p03435, mark aguiar
4389,['C'],a solution concept for majority rule in dynamic settings,p00728,bruce bernheim
4389,['C'],a solution concept for majority rule in dynamic settings, p04925, sita slavov
4392,"['N', 'J', 'D']",political dynasties,p01582,ernesto dal bo
4392,"['N', 'J', 'D']",political dynasties, p02369, jason snyder
4392,"['N', 'J', 'D']",political dynasties, p04178, pedro dal bo
4394,"['D', 'C']",measuring strategic uncertainty in coordination games,p01771,frank heinemann
4394,"['D', 'C']",measuring strategic uncertainty in coordination games, p04229, peter ockenfels
4394,"['D', 'C']",measuring strategic uncertainty in coordination games, p04670, rosemarie nagel
4395,"['E', 'D', 'C']",knowing what others know: coordination motives in information acquisition,p00903,christian hellwig
4395,"['E', 'D', 'C']",knowing what others know: coordination motives in information acquisition, p03122, laura veldkamp
4396,"['D', 'C']",the theory of assortative matching based on costly signals,p00374,aner sela
4396,"['D', 'C']",the theory of assortative matching based on costly signals, p00626, benny moldovanu
4396,"['D', 'C']",the theory of assortative matching based on costly signals, p02070, heidrun hoppe
4398,"['P', 'E', 'Q']",slavery and other property rights,p03959,nils-petter lagerlof
4400,"['J', 'M', 'D']",a model of asymmetric employer learning with testable implications,p02800,joshua pinkston
4405,['D'],efficient intra-household allocations and distribution factors: implications and identification,p01761,francois bourguignon
4405,['D'],efficient intra-household allocations and distribution factors: implications and identification, p03498, martin browning
4405,['D'],efficient intra-household allocations and distribution factors: implications and identification, p04306, pierre-andre chiappori
4406,"['E', 'F', 'O', 'G', 'D']","legal institutions, sectoral heterogeneity, and economic development",p01898,gian luca clementi
4406,"['E', 'F', 'O', 'G', 'D']","legal institutions, sectoral heterogeneity, and economic development", p01942, glenn macdonald
4406,"['E', 'F', 'O', 'G', 'D']","legal institutions, sectoral heterogeneity, and economic development", p04687, rui castro
4408,"['H', 'E', 'I', 'O', 'D']",to segregate or to integrate: education politics and democracy,p01176,david de la croix
4408,"['H', 'E', 'I', 'O', 'D']",to segregate or to integrate: education politics and democracy, p03598, matthias doepke
4410,['C'],detecting and predicting forecast breakdowns,p00561,barbara rossi
4410,['C'],detecting and predicting forecast breakdowns, p04379, raffaella giacomini
4412,"['J', 'E']",occupational mobility and wage inequality,p01980,gueorgui kambourov
4412,"['J', 'E']",occupational mobility and wage inequality, p02209, iourii manovskii
4414,"['J', 'G', 'E']",financial markets and wages,p01001,claudio michelacci
4414,"['J', 'G', 'E']",financial markets and wages, p05435, vincenzo quadrini
4417,"['G', 'F']",structuring and restructuring sovereign debt: the role of seniority,p04017,olivier jeanne
4417,"['G', 'F']",structuring and restructuring sovereign debt: the role of seniority, p04112, patrick bolton
4420,"['G', 'E']",a theory of liquidity and regulation of financial intermediation,p00109,aleh tsyvinski
4420,"['G', 'E']",a theory of liquidity and regulation of financial intermediation, p01499, emmanuel farhi
4420,"['G', 'E']",a theory of liquidity and regulation of financial intermediation, p03775, mikhail golosov
4424,"['J', 'C']","training, wages, and sample selection: estimating sharp bounds on treatment effects",p01212,david lee
4428,"['D', 'C']",robust implementation in direct mechanisms,p01331,dirk bergemann
4428,"['D', 'C']",robust implementation in direct mechanisms, p05026, stephen morris
